Result_ID,Student_ID,Course_Code,Academic_Year,Semester,Attempt,Marks,Grade,Grade_Point,Result_Status
R073093,S2033,CM21032,2,3,1,78,A,4.0,Pass
R073094,S2033,CM21102,2,3,1,81,A,4.0,Pass
R073095,S2033,MF2112,2,3,1,71,A-,3.7,Pass
R073096,S2033,DL3152,2,3,1,72,A-,3.7,Pass
R073097,S2034,CS11012,1,1,1,98,A+,4.0,Pass
R073098,S2034,CS11021,1,1,1,74,A-,3.7,Pass
R073099,S2034,CS11032,1,1,1,79,A,4.0,Pass
R073100,S2034,COE11013,1,1,1,72,A-,3.7,Pass
R073101,S2034,CS11042,1,1,1,83,A,4.0,Pass
R073102,S2034,SE11012,1,1,1,72,A-,3.7,Pass
R073103,S2034,CM11033,1,1,1,70,A-,3.7,Pass
R073104,S2034,CM11102,1,1,1,51,C+,2.3,Pass
R073105,S2034,DL1132,1,1,1,82,A,4.0,Pass
R073106,S2034,LS1052,1,1,1,90,A+,4.0,Pass
R073107,S2034,CS12012,1,2,1,93,A+,4.0,Pass
R073108,S2034,CS12023,1,2,1,90,A+,4.0,Pass
R073109,S2034,CS12033,1,2,1,90,A+,4.0,Pass
R073110,S2034,CS12041,1,2,1,78,A,4.0,Pass
R073111,S2034,SE12012,1,2,1,64,B,3.0,Pass
R073112,S2034,CM12052,1,2,1,70,A-,3.7,Pass
R073113,S2034,COE12241,1,2,1,78,A,4.0,Pass
R073114,S2034,COE12992,1,2,1,57,B-,2.7,Pass
R073115,S2034,DL2142,1,2,1,84,A,4.0,Pass
R073116,S2034,CS21012,2,3,1,86,A+,4.0,Pass
R073117,S2034,CS21022,2,3,1,87,A+,4.0,Pass
R073118,S2034,CS21032,2,3,1,91,A+,4.0,Pass
R073119,S2034,CS21042,2,3,1,62,B,3.0,Pass
R073120,S2034,CS21052,2,3,1,73,A-,3.7,Pass
R073121,S2034,SE21012,2,3,1,69,B+,3.3,Pass
R073122,S2034,CM21032,2,3,1,75,A,4.0,Pass
R073123,S2034,CM21102,2,3,1,74,A-,3.7,Pass
R073124,S2034,MF2112,2,3,1,54,C+,2.3,Pass
R073125,S2034,DL3152,2,3,1,85,A+,4.0,Pass
R073126,S2034,CS22012,2,4,1,96,A+,4.0,Pass
R073127,S2034,CS22023,2,4,1,73,A-,3.7,Pass
R073128,S2034,CS22993,2,4,1,74,A-,3.7,Pass
R073129,S2034,SE22013,2,4,1,91,A+,4.0,Pass
R073130,S2034,SE22022,2,4,1,81,A,4.0,Pass
R073131,S2034,COE22032,2,4,1,88,A+,4.0,Pass
R073132,S2034,CM22112,2,4,1,70,A-,3.7,Pass
R073133,S2034,DL4162,2,4,1,84,A,4.0,Pass
R073134,S2035,CS11012,1,1,1,78,A,4.0,Pass
R073135,S2035,CS11021,1,1,1,73,A-,3.7,Pass
R073136,S2035,CS11032,1,1,1,97,A+,4.0,Pass
R073137,S2035,COE11013,1,1,1,96,A+,4.0,Pass
R073138,S2035,CS11042,1,1,1,83,A,4.0,Pass
R073139,S2035,SE11012,1,1,1,86,A+,4.0,Pass
R073140,S2035,CM11033,1,1,1,62,B,3.0,Pass
R073141,S2035,CM11102,1,1,1,70,A-,3.7,Pass
R073142,S2035,DL1132,1,1,1,73,A-,3.7,Pass
R073143,S2035,LS1052,1,1,1,67,B+,3.3,Pass
R073144,S2035,CS12012,1,2,1,93,A+,4.0,Pass
R073145,S2035,CS12023,1,2,1,75,A,4.0,Pass
R073146,S2035,CS12033,1,2,1,69,B+,3.3,Pass
R073147,S2035,CS12041,1,2,1,98,A+,4.0,Pass
R073148,S2035,SE12012,1,2,1,98,A+,4.0,Pass
R073149,S2035,CM12052,1,2,1,90,A+,4.0,Pass
R073150,S2035,COE12241,1,2,1,61,B,3.0,Pass
R073151,S2035,COE12992,1,2,1,98,A+,4.0,Pass
R073152,S2035,DL2142,1,2,1,94,A+,4.0,Pass
R073153,S2035,CS21012,2,3,1,63,B,3.0,Pass
R073154,S2035,CS21022,2,3,1,57,B-,2.7,Pass
R073155,S2035,CS21032,2,3,1,76,A,4.0,Pass
R073156,S2035,CS21042,2,3,1,86,A+,4.0,Pass
R073157,S2035,CS21052,2,3,1,98,A+,4.0,Pass
R073158,S2035,SE21012,2,3,1,62,B,3.0,Pass
R073159,S2035,CM21032,2,3,1,98,A+,4.0,Pass
R073160,S2035,CM21102,2,3,1,64,B,3.0,Pass
R073161,S2035,MF2112,2,3,1,88,A+,4.0,Pass
R073162,S2035,DL3152,2,3,1,78,A,4.0,Pass
R073163,S2035,CS22012,2,4,1,96,A+,4.0,Pass
R073164,S2035,CS22023,2,4,1,86,A+,4.0,Pass
R073165,S2035,CS22993,2,4,1,82,A,4.0,Pass
R073166,S2035,SE22013,2,4,1,90,A+,4.0,Pass
R073167,S2035,SE22022,2,4,1,74,A-,3.7,Pass
R073168,S2035,COE22032,2,4,1,81,A,4.0,Pass
R073169,S2035,CM22112,2,4,1,67,B+,3.3,Pass
R073170,S2035,DL4162,2,4,1,86,A+,4.0,Pass
R073171,S2035,CS31022,3,5,1,95,A+,4.0,Pass
R073172,S2035,CS31032,3,5,1,87,A+,4.0,Pass
R073173,S2035,CS31042,3,5,1,85,A+,4.0,Pass
R073174,S2035,CS31062,3,5,1,79,A,4.0,Pass
R073175,S2035,CS31012,3,5,1,98,A+,4.0,Pass
R073176,S2035,CS31072,3,5,1,82,A,4.0,Pass
R073177,S2035,SE31012,3,5,1,65,B+,3.3,Pass
R073178,S2035,SE31022,3,5,1,88,A+,4.0,Pass
R073179,S2035,CS31092,3,5,1,83,A,4.0,Pass
R073180,S2035,CS31102,3,5,1,98,A+,4.0,Pass
R073181,S2035,CS31112,3,5,1,82,A,4.0,Pass
R073182,S2035,CS31122,3,5,1,67,B+,3.3,Pass
R073183,S2035,CS31132,3,5,1,98,A+,4.0,Pass
R073184,S2035,CS32042,3,6,1,86,A+,4.0,Pass
R073185,S2035,CS32092,3,6,1,76,A,4.0,Pass
R073186,S2035,SE32992,3,6,1,98,A+,4.0,Pass
R073187,S2035,SE32012,3,6,1,82,A,4.0,Pass
R073188,S2035,SE32022,3,6,1,76,A,4.0,Pass
R073189,S2035,CM32051,3,6,1,93,A+,4.0,Pass
R073190,S2035,CS32012,3,6,1,93,A+,4.0,Pass
R073191,S2035,CS32022,3,6,1,92,A+,4.0,Pass
R073192,S2035,CS32032,3,6,1,97,A+,4.0,Pass
R073193,S2035,CS32082,3,6,1,61,B,3.0,Pass
R073194,S2035,CS32102,3,6,1,91,A+,4.0,Pass
R073195,S2035,CS32112,3,6,1,83,A,4.0,Pass
R073196,S2035,IT32262,3,6,1,84,A,4.0,Pass
R073197,S2035,SE4012,4,7,1,77,A,4.0,Pass
R073198,S2035,SE4022,4,7,1,78,A,4.0,Pass
R073199,S2035,SE4042,4,7,1,80,A,4.0,Pass
R073200,S2035,CS4012,4,7,1,84,A,4.0,Pass
R073201,S2035,CS4022,4,7,1,58,B-,2.7,Pass
R073202,S2035,CS4032,4,7,1,90,A+,4.0,Pass
R073203,S2035,CS4042,4,7,1,93,A+,4.0,Pass
R073204,S2035,CS4062,4,7,1,87,A+,4.0,Pass
R073205,S2036,ITIC1113,1,1,1,61,B,3.0,Pass
R073206,S2036,ITIC1123,1,1,1,75,A,4.0,Pass
R073207,S2036,ITIC1132,1,1,1,61,B,3.0,Pass
R073208,S2036,ITIC1112,1,1,1,56,B-,2.7,Pass
R073209,S2036,ITIC1143,1,1,1,66,B+,3.3,Pass
R073210,S2036,ITIC1152,1,1,1,63,B,3.0,Pass
R073211,S2036,ITIC1172,1,1,1,52,C+,2.3,Pass
R073212,S2036,DL1112,1,1,1,54,C+,2.3,Pass
R073213,S2036,ITIC1213,1,2,1,65,B+,3.3,Pass
R073214,S2036,ITIC1223,1,2,1,36,D+,1.3,Pass
R073215,S2036,ITIC1233,1,2,1,63,B,3.0,Pass
R073216,S2036,ITIC1243,1,2,1,53,C+,2.3,Pass
R073217,S2036,ITIC1212,1,2,1,60,B,3.0,Pass
R073218,S2036,ITIC1282,1,2,1,49,C,2.0,Pass
R073219,S2036,ITIC1272,1,2,1,55,B-,2.7,Pass
R073220,S2036,LC1211,1,2,1,78,A,4.0,Pass
R073221,S2036,DL1211,1,2,1,47,C,2.0,Pass
R073222,S2036,ITIC2113,2,3,1,55,B-,2.7,Pass
R073223,S2036,ITIC2123,2,3,1,58,B-,2.7,Pass
R073224,S2036,ITIC2133,2,3,1,39,D+,1.3,Pass
R073225,S2036,ITIC2143,2,3,1,43,C-,1.7,Pass
R073226,S2036,ITIC2153,2,3,1,69,B+,3.3,Pass
R073227,S2036,ITIC2112,2,3,1,56,B-,2.7,Pass
R073228,S2036,ITIC2162,2,3,1,82,A,4.0,Pass
R073229,S2036,LC2111,2,3,1,48,C,2.0,Pass
R073230,S2036,DL2111,2,3,1,79,A,4.0,Pass
R073231,S2037,CS11012,1,1,1,65,B+,3.3,Pass
R073232,S2037,CS11021,1,1,1,94,A+,4.0,Pass
R073233,S2037,CS11032,1,1,1,81,A,4.0,Pass
R073234,S2037,COE11013,1,1,1,61,B,3.0,Pass
R073235,S2037,CS11042,1,1,1,55,B-,2.7,Pass
R073236,S2037,SE11012,1,1,1,56,B-,2.7,Pass
R073237,S2037,CM11033,1,1,1,54,C+,2.3,Pass
R073238,S2037,CM11102,1,1,1,77,A,4.0,Pass
R073239,S2037,DL1132,1,1,1,54,C+,2.3,Pass
R073240,S2037,LS1052,1,1,1,75,A,4.0,Pass
R073241,S2037,CS12012,1,2,1,79,A,4.0,Pass
R073242,S2037,CS12023,1,2,1,64,B,3.0,Pass
R073243,S2037,CS12033,1,2,1,49,C,2.0,Pass
R073244,S2037,CS12041,1,2,1,74,A-,3.7,Pass
R073245,S2037,CM12052,1,2,1,52,C+,2.3,Pass
R073246,S2037,COE12241,1,2,1,66,B+,3.3,Pass
R073247,S2037,COE12992,1,2,1,82,A,4.0,Pass
R073248,S2037,DL2142,1,2,1,35,D+,1.3,Pass
R073249,S2037,CS21012,2,3,1,63,B,3.0,Pass
R073250,S2037,CS21022,2,3,1,59,B-,2.7,Pass
R073251,S2037,CS21032,2,3,1,61,B,3.0,Pass
R073252,S2037,SE21012,2,3,1,50,C+,2.3,Pass
R073253,S2037,CM21032,2,3,1,89,A+,4.0,Pass
R073254,S2037,CM21102,2,3,1,68,B+,3.3,Pass
R073255,S2037,MF2112,2,3,1,39,D+,1.3,Pass
R073256,S2037,DL3152,2,3,1,66,B+,3.3,Pass
R073257,S2037,CS22012,2,4,1,78,A,4.0,Pass
R073258,S2037,CS22023,2,4,1,65,B+,3.3,Pass
R073259,S2037,CS22993,2,4,1,84,A,4.0,Pass
R073260,S2037,COE22032,2,4,1,43,C-,1.7,Pass
R073261,S2037,CM22112,2,4,1,78,A,4.0,Pass
R073262,S2037,DL4162,2,4,1,59,B-,2.7,Pass
R073263,S2037,COE12012,1,2,1,56,B-,2.7,Pass
R073264,S2037,COE12022,1,2,1,75,A,4.0,Pass
R073265,S2037,COE21013,2,3,1,74,A-,3.7,Pass
R073266,S2037,COE22012,2,4,1,83,A,4.0,Pass
R073267,S2037,COE22023,2,4,1,82,A,4.0,Pass
R073268,S2037,COE31012,3,5,1,67,B+,3.3,Pass
R073269,S2037,COE31021,3,5,1,48,C,2.0,Pass
R073270,S2037,COE31032,3,5,1,46,C,2.0,Pass
R073271,S2037,COE31052,3,5,1,47,C,2.0,Pass
R073272,S2037,COE31062,3,5,1,61,B,3.0,Pass
R073273,S2037,COE31072,3,5,1,69,B+,3.3,Pass
R073274,S2037,CS31042,3,5,1,72,A-,3.7,Pass
R073275,S2037,CS31012,3,5,1,68,B+,3.3,Pass
R073276,S2037,CS31062,3,5,1,57,B-,2.7,Pass
R073277,S2037,CS31122,3,5,1,81,A,4.0,Pass
R073278,S2037,CS31092,3,5,1,84,A,4.0,Pass
R073279,S2037,CS31102,3,5,1,55,B-,2.7,Pass
R073280,S2037,CS31112,3,5,1,65,B+,3.3,Pass
R073281,S2037,CS31132,3,5,1,73,A-,3.7,Pass
R073282,S2037,COE32012,3,6,1,82,A,4.0,Pass
R073283,S2037,COE32022,3,6,1,73,A-,3.7,Pass
R073284,S2037,COE32992,3,6,1,55,B-,2.7,Pass
R073285,S2037,COE32032,3,6,1,55,B-,2.7,Pass
R073286,S2037,CS32042,3,6,1,54,C+,2.3,Pass
R073287,S2037,CM32051,3,6,1,63,B,3.0,Pass
R073288,S2037,COE32042,3,6,1,60,B,3.0,Pass
R073289,S2037,COE32052,3,6,1,52,C+,2.3,Pass
R073290,S2037,CS32032,3,6,1,74,A-,3.7,Pass
R073291,S2037,CS32082,3,6,1,62,B,3.0,Pass
R073292,S2037,CS32062,3,6,1,71,A-,3.7,Pass
R073293,S2037,CS32112,3,6,1,52,C+,2.3,Pass
R073294,S2037,CS32092,3,6,1,77,A,4.0,Pass
R073295,S2038,CS11012,1,1,1,54,C+,2.3,Pass
R073296,S2038,CS11021,1,1,1,66,B+,3.3,Pass
R073297,S2038,CS11032,1,1,1,86,A+,4.0,Pass
R073298,S2038,COE11013,1,1,1,80,A,4.0,Pass
R073299,S2038,CS11042,1,1,1,75,A,4.0,Pass
R073300,S2038,SE11012,1,1,1,67,B+,3.3,Pass
R073301,S2038,CM11033,1,1,1,90,A+,4.0,Pass
R073302,S2038,CM11102,1,1,1,60,B,3.0,Pass
R073303,S2038,DL1132,1,1,1,67,B+,3.3,Pass
R073304,S2038,LS1052,1,1,1,73,A-,3.7,Pass
R073305,S2038,CS12012,1,2,1,76,A,4.0,Pass
R073306,S2038,CS12023,1,2,1,63,B,3.0,Pass
R073307,S2038,CS12033,1,2,1,80,A,4.0,Pass
R073308,S2038,CS12041,1,2,1,78,A,4.0,Pass
R073309,S2038,CM12052,1,2,1,73,A-,3.7,Pass
R073310,S2038,COE12241,1,2,1,76,A,4.0,Pass
R073311,S2038,COE12992,1,2,1,65,B+,3.3,Pass
R073312,S2038,DL2142,1,2,1,88,A+,4.0,Pass
R073313,S2038,CS21012,2,3,1,86,A+,4.0,Pass
R073314,S2038,CS21022,2,3,1,64,B,3.0,Pass
R073315,S2038,CS21032,2,3,1,70,A-,3.7,Pass
R073316,S2038,SE21012,2,3,1,84,A,4.0,Pass
R073317,S2038,CM21032,2,3,1,79,A,4.0,Pass
R073318,S2038,CM21102,2,3,1,73,A-,3.7,Pass
R073319,S2038,MF2112,2,3,1,57,B-,2.7,Pass
R073320,S2038,DL3152,2,3,1,58,B-,2.7,Pass
R073321,S2038,CS22012,2,4,1,72,A-,3.7,Pass
R073322,S2038,CS22023,2,4,1,90,A+,4.0,Pass
R073323,S2038,CS22993,2,4,1,84,A,4.0,Pass
R073324,S2038,COE22032,2,4,1,79,A,4.0,Pass
R073325,S2038,CM22112,2,4,1,80,A,4.0,Pass
R073326,S2038,DL4162,2,4,1,42,C-,1.7,Pass
R073327,S2038,COE12012,1,2,1,75,A,4.0,Pass
R073328,S2038,COE12022,1,2,1,75,A,4.0,Pass
R073329,S2038,COE21013,2,3,1,55,B-,2.7,Pass
R073330,S2038,COE22012,2,4,1,96,A+,4.0,Pass
R073331,S2038,COE22023,2,4,1,77,A,4.0,Pass
R073332,S2039,CS11012,1,1,1,84,A,4.0,Pass
R073333,S2039,CS11021,1,1,1,65,B+,3.3,Pass
R073334,S2039,CS11032,1,1,1,68,B+,3.3,Pass
R073335,S2039,COE11013,1,1,1,54,C+,2.3,Pass
R073336,S2039,CS11042,1,1,1,78,A,4.0,Pass
R073337,S2039,SE11012,1,1,1,88,A+,4.0,Pass
R073338,S2039,CM11033,1,1,1,83,A,4.0,Pass
R073339,S2039,CM11102,1,1,1,89,A+,4.0,Pass
R073340,S2039,DL1132,1,1,1,98,A+,4.0,Pass
R073341,S2039,LS1052,1,1,1,67,B+,3.3,Pass
R073342,S2039,CS12012,1,2,1,71,A-,3.7,Pass
R073343,S2039,CS12023,1,2,1,83,A,4.0,Pass
R073344,S2039,CS12033,1,2,1,65,B+,3.3,Pass
R073345,S2039,CS12041,1,2,1,81,A,4.0,Pass
R073346,S2039,SE12012,1,2,1,77,A,4.0,Pass
R073347,S2039,CM12052,1,2,1,68,B+,3.3,Pass
R073348,S2039,COE12241,1,2,1,68,B+,3.3,Pass
R073349,S2039,COE12992,1,2,1,76,A,4.0,Pass
R073350,S2039,DL2142,1,2,1,70,A-,3.7,Pass
R073351,S2040,CS11012,1,1,1,67,B+,3.3,Pass
R073352,S2040,CS11021,1,1,1,85,A+,4.0,Pass
R073353,S2040,CS11032,1,1,1,98,A+,4.0,Pass
R073354,S2040,COE11013,1,1,1,89,A+,4.0,Pass
R073355,S2040,CS11042,1,1,1,88,A+,4.0,Pass
R073356,S2040,SE11012,1,1,1,67,B+,3.3,Pass
R073357,S2040,CM11033,1,1,1,78,A,4.0,Pass
R073358,S2040,CM11102,1,1,1,81,A,4.0,Pass
R073359,S2040,DL1132,1,1,1,86,A+,4.0,Pass
R073360,S2040,LS1052,1,1,1,67,B+,3.3,Pass
R073361,S2041,ITIC1113,1,1,1,66,B+,3.3,Pass
R073362,S2041,ITIC1123,1,1,1,75,A,4.0,Pass
R073363,S2041,ITIC1132,1,1,1,77,A,4.0,Pass
R073364,S2041,ITIC1112,1,1,1,78,A,4.0,Pass
R073365,S2041,ITIC1143,1,1,1,56,B-,2.7,Pass
R073366,S2041,ITIC1152,1,1,1,60,B,3.0,Pass
R073367,S2041,ITIC1172,1,1,1,62,B,3.0,Pass
R073368,S2041,DL1112,1,1,1,91,A+,4.0,Pass
R073369,S2041,ITIC1213,1,2,1,67,B+,3.3,Pass
R073370,S2041,ITIC1223,1,2,1,61,B,3.0,Pass
R073371,S2041,ITIC1233,1,2,1,53,C+,2.3,Pass
R073372,S2041,ITIC1243,1,2,1,76,A,4.0,Pass
R073373,S2041,ITIC1212,1,2,1,49,C,2.0,Pass
R073374,S2041,ITIC1282,1,2,1,66,B+,3.3,Pass
R073375,S2041,ITIC1272,1,2,1,58,B-,2.7,Pass
R073376,S2041,LC1211,1,2,1,55,B-,2.7,Pass
R073377,S2041,DL1211,1,2,1,80,A,4.0,Pass
R073378,S2041,ITIC2113,2,3,1,69,B+,3.3,Pass
R073379,S2041,ITIC2123,2,3,1,74,A-,3.7,Pass
R073380,S2041,ITIC2133,2,3,1,50,C+,2.3,Pass
R073381,S2041,ITIC2143,2,3,1,74,A-,3.7,Pass
R073382,S2041,ITIC2153,2,3,1,78,A,4.0,Pass
R073383,S2041,ITIC2112,2,3,1,66,B+,3.3,Pass
R073384,S2041,ITIC2162,2,3,1,58,B-,2.7,Pass
R073385,S2041,LC2111,2,3,1,50,C+,2.3,Pass
R073386,S2041,DL2111,2,3,1,59,B-,2.7,Pass
R073387,S2041,ITIC2212,2,4,1,60,B,3.0,Pass
R073388,S2041,ITIC2223,2,4,1,56,B-,2.7,Pass
R073389,S2041,ITIC2232,2,4,1,68,B+,3.3,Pass
R073390,S2041,ITIC2243,2,4,1,65,B+,3.3,Pass
R073391,S2041,ITIC2252,2,4,1,58,B-,2.7,Pass
R073392,S2041,ITIC2262,2,4,1,59,B-,2.7,Pass
R073393,S2041,ITIC2272,2,4,1,44,C-,1.7,Pass
R073394,S2041,ITIC2282,2,4,1,57,B-,2.7,Pass
R073395,S2041,TETE2211,2,4,1,45,C,2.0,Pass
R073396,S2041,TETE2221,2,4,1,54,C+,2.3,Pass
R073397,S2041,LC2211,2,4,1,62,B,3.0,Pass
R073398,S2041,DL2211,2,4,1,38,D+,1.3,Pass
R073399,S2042,CS11012,1,1,1,74,A-,3.7,Pass
R073400,S2042,CS11021,1,1,1,62,B,3.0,Pass
R073401,S2042,CS11032,1,1,1,85,A+,4.0,Pass
R073402,S2042,COE11013,1,1,1,71,A-,3.7,Pass
R073403,S2042,CS11042,1,1,1,70,A-,3.7,Pass
R073404,S2042,SE11012,1,1,1,70,A-,3.7,Pass
R073405,S2042,CM11033,1,1,1,79,A,4.0,Pass
R073406,S2042,CM11102,1,1,1,31,F,0.0,Fail
R073407,S2042,DL1132,1,1,1,69,B+,3.3,Pass
R073408,S2042,LS1052,1,1,1,52,C+,2.3,Pass
R073409,S2042,CS12012,1,2,1,52,C+,2.3,Pass
R073410,S2042,CS12023,1,2,1,63,B,3.0,Pass
R073411,S2042,CS12033,1,2,1,64,B,3.0,Pass
R073412,S2042,CS12041,1,2,1,46,C,2.0,Pass
R073413,S2042,CM12052,1,2,1,52,C+,2.3,Pass
R073414,S2042,COE12241,1,2,1,49,C,2.0,Pass
R073415,S2042,COE12992,1,2,1,56,B-,2.7,Pass
R073416,S2042,DL2142,1,2,1,66,B+,3.3,Pass
R073417,S2042,CS21012,2,3,1,61,B,3.0,Pass
R073418,S2042,CS21022,2,3,1,68,B+,3.3,Pass
R073419,S2042,CS21032,2,3,1,56,B-,2.7,Pass
R073420,S2042,SE21012,2,3,1,80,A,4.0,Pass
R073421,S2042,CM21032,2,3,1,60,B,3.0,Pass
R073422,S2042,CM21102,2,3,1,75,A,4.0,Pass
R073423,S2042,MF2112,2,3,1,62,B,3.0,Pass
R073424,S2042,DL3152,2,3,1,52,C+,2.3,Pass
R073425,S2042,CS22012,2,4,1,89,A+,4.0,Pass
R073426,S2042,CS22023,2,4,1,78,A,4.0,Pass
R073427,S2042,CS22993,2,4,1,63,B,3.0,Pass
R073428,S2042,COE22032,2,4,1,75,A,4.0,Pass
R073429,S2042,CM22112,2,4,1,65,B+,3.3,Pass
R073430,S2042,DL4162,2,4,1,58,B-,2.7,Pass
R073431,S2042,COE12012,1,2,1,57,B-,2.7,Pass
R073432,S2042,COE12022,1,2,1,65,B+,3.3,Pass
R073433,S2042,COE21013,2,3,1,68,B+,3.3,Pass
R073434,S2042,COE22012,2,4,1,67,B+,3.3,Pass
R073435,S2042,COE22023,2,4,1,71,A-,3.7,Pass
R073436,S2042,COE31012,3,5,1,65,B+,3.3,Pass
R073437,S2042,COE31021,3,5,1,51,C+,2.3,Pass
R073438,S2042,COE31032,3,5,1,69,B+,3.3,Pass
R073439,S2042,COE31052,3,5,1,57,B-,2.7,Pass
R073440,S2042,COE31062,3,5,1,46,C,2.0,Pass
R073441,S2042,COE31072,3,5,1,62,B,3.0,Pass
R073442,S2042,CS31042,3,5,1,59,B-,2.7,Pass
R073443,S2042,CS31012,3,5,1,51,C+,2.3,Pass
R073444,S2042,CS31062,3,5,1,50,C+,2.3,Pass
R073445,S2042,CS31122,3,5,1,68,B+,3.3,Pass
R073446,S2042,CS31092,3,5,1,57,B-,2.7,Pass
R073447,S2042,CS31102,3,5,1,54,C+,2.3,Pass
R073448,S2042,CS31112,3,5,1,69,B+,3.3,Pass
R073449,S2042,CS31132,3,5,1,62,B,3.0,Pass
R073450,S2043,CS11012,1,1,1,82,A,4.0,Pass
R073451,S2043,CS11021,1,1,1,71,A-,3.7,Pass
R073452,S2043,CS11032,1,1,1,97,A+,4.0,Pass
R073453,S2043,COE11013,1,1,1,73,A-,3.7,Pass
R073454,S2043,CS11042,1,1,1,80,A,4.0,Pass
R073455,S2043,SE11012,1,1,1,50,C+,2.3,Pass
R073456,S2043,CM11033,1,1,1,86,A+,4.0,Pass
R073457,S2043,CM11102,1,1,1,78,A,4.0,Pass
R073458,S2043,DL1132,1,1,1,49,C,2.0,Pass
R073459,S2043,LS1052,1,1,1,61,B,3.0,Pass
R073460,S2044,CS11012,1,1,1,77,A,4.0,Pass
R073461,S2044,CS11021,1,1,1,43,C-,1.7,Pass
R073462,S2044,CS11032,1,1,1,90,A+,4.0,Pass
R073463,S2044,COE11013,1,1,1,69,B+,3.3,Pass
R073464,S2044,CS11042,1,1,1,73,A-,3.7,Pass
R073465,S2044,SE11012,1,1,1,79,A,4.0,Pass
R073466,S2044,CM11033,1,1,1,84,A,4.0,Pass
R073467,S2044,CM11102,1,1,1,82,A,4.0,Pass
R073468,S2044,DL1132,1,1,1,57,B-,2.7,Pass
R073469,S2044,LS1052,1,1,1,47,C,2.0,Pass
R073470,S2044,CS12012,1,2,1,75,A,4.0,Pass
R073471,S2044,CS12023,1,2,1,83,A,4.0,Pass
R073472,S2044,CS12033,1,2,1,75,A,4.0,Pass
R073473,S2044,CS12041,1,2,1,47,C,2.0,Pass
R073474,S2044,SE12012,1,2,1,92,A+,4.0,Pass
R073475,S2044,CM12052,1,2,1,64,B,3.0,Pass
R073476,S2044,COE12241,1,2,1,79,A,4.0,Pass
R073477,S2044,COE12992,1,2,1,49,C,2.0,Pass
R073478,S2044,DL2142,1,2,1,81,A,4.0,Pass
R073479,S2044,CS21012,2,3,1,81,A,4.0,Pass
R073480,S2044,CS21022,2,3,1,65,B+,3.3,Pass
R073481,S2044,CS21032,2,3,1,84,A,4.0,Pass
R073482,S2044,CS21042,2,3,1,72,A-,3.7,Pass
R073483,S2044,CS21052,2,3,1,79,A,4.0,Pass
R073484,S2044,SE21012,2,3,1,69,B+,3.3,Pass
R073485,S2044,CM21032,2,3,1,62,B,3.0,Pass
R073486,S2044,CM21102,2,3,1,90,A+,4.0,Pass
R073487,S2044,MF2112,2,3,1,71,A-,3.7,Pass
R073488,S2044,DL3152,2,3,1,51,C+,2.3,Pass
R073489,S2045,CS11012,1,1,1,62,B,3.0,Pass
R073490,S2045,CS11021,1,1,1,79,A,4.0,Pass
R073491,S2045,CS11042,1,1,1,57,B-,2.7,Pass
R073492,S2045,DS11011,1,1,1,66,B+,3.3,Pass
R073493,S2045,DS11023,1,1,1,59,B-,2.7,Pass
R073494,S2045,DS11032,1,1,1,61,B,3.0,Pass
R073495,S2045,MF1122,1,1,1,62,B,3.0,Pass
R073496,S2045,LC1133,1,1,1,63,B,3.0,Pass
R073497,S2045,DS12013,1,2,1,63,B,3.0,Pass
R073498,S2045,DS12022,1,2,1,46,C,2.0,Pass
R073499,S2045,DS12033,1,2,1,78,A,4.0,Pass
R073500,S2045,CS12052,1,2,1,76,A,4.0,Pass
R073501,S2045,DS12042,1,2,1,66,B+,3.3,Pass
R073502,S2045,MF1212,1,2,1,78,A,4.0,Pass
R073503,S2045,LC1243,1,2,1,72,A-,3.7,Pass
R073504,S2045,DS21012,2,3,1,73,A-,3.7,Pass
R073505,S2045,DS21022,2,3,1,68,B+,3.3,Pass
R073506,S2045,DS21033,2,3,1,73,A-,3.7,Pass
R073507,S2045,CS21063,2,3,1,53,C+,2.3,Pass
R073508,S2045,DS21042,2,3,1,61,B,3.0,Pass
R073509,S2045,MF2123,2,3,1,48,C,2.0,Pass
R073510,S2045,LC2353,2,3,1,47,C,2.0,Pass
R073511,S2045,DS22012,2,4,1,78,A,4.0,Pass
R073512,S2045,CS22032,2,4,1,69,B+,3.3,Pass
R073513,S2045,DS22023,2,4,1,59,B-,2.7,Pass
R073514,S2045,MF2222,2,4,1,54,C+,2.3,Pass
R073515,S2045,DS22032,2,4,1,49,C,2.0,Pass
R073516,S2045,LC2463,2,4,1,47,C,2.0,Pass
R073517,S2045,CS31142,3,5,1,57,B-,2.7,Pass
R073518,S2045,CS31153,3,5,1,33,F,0.0,Fail
R073519,S2045,DS31012,3,5,1,74,A-,3.7,Pass
R073520,S2045,CS31162,3,5,1,68,B+,3.3,Pass
R073521,S2045,DS31023,3,5,1,69,B+,3.3,Pass
R073522,S2045,DS31032,3,5,1,71,A-,3.7,Pass
R073523,S2045,DS31042,3,5,1,64,B,3.0,Pass
R073524,S2045,MF3113,3,5,1,67,B+,3.3,Pass
R073525,S2045,DS32013,3,6,1,64,B,3.0,Pass
R073526,S2045,DS32023,3,6,1,80,A,4.0,Pass
R073527,S2045,DS32993,3,6,1,54,C+,2.3,Pass
R073528,S2045,MF3212,3,6,1,73,A-,3.7,Pass
R073529,S2045,CS32122,3,6,1,52,C+,2.3,Pass
R073530,S2045,CS32132,3,6,1,51,C+,2.3,Pass
